#     x (arcsec)      y (arcsec)              g1              g2               z
       -851.4314       -203.0697         -0.2584          0.0521           0.963
        360.2239       -480.6669          0.2180          0.0277           1.433
        606.8869        -77.3425         -0.1388         -0.1578           1.693
        246.7991       -603.4195          0.3842          0.2670           4.328
       -764.7326         99.0254          0.4102          0.3622           4.607
        537.2169        607.2937          0.2237          0.0278           1.192
        517.8375       -685.3929         -0.0408          0.1209           3.665
        -83.3515       -681.1967          0.1418         -0.0679           3.134
       -337.4076        833.8613          0.0486         -0.0432           5.807
        576.0095        -44.4109         -0.2804          0.2014           3.861
       -273.9556         -4.7711          0.2175          0.6712           0.763
       -365.8255       -193.1658         -0.3811         -0.0534           5.557
        333.5212       -762.4700          0.2151          0.1532           4.132
         70.9341        744.2247         -0.0122         -0.0139           3.545
        505.0844        172.0483         -0.2754         -0.1225           0.576
        -72.4162        751.0346          0.2505         -0.3281           1.967
       -707.1182       -298.8221         -0.5745          0.5881           1.934
       -575.4240        155.2893         -0.5095         -0.1581           3.600
       -722.1314         73.0316          0.4347          0.3417           1.784
        750.8576        404.0761          0.0147          0.0476           3.961
       -279.9249        493.5502          0.5723         -0.0492           1.906
       -321.0662       -883.3261          0.2170         -0.1899           4.378
       -864.1569       -173.3392          0.0728         -0.0151           3.632
        336.6900        -88.7197         -0.4308         -0.0622           4.573
       -439.6717        198.1794          0.3312          0.4571           2.009
       -762.2614        116.1003         -0.0103          0.2609           5.534
       -817.5245        810.0098         -0.4105         -0.3605           1.163
       -483.0552       -758.9874         -0.0984         -0.6500           1.111
       -348.9682       -203.8149          0.0014         -0.1745           2.034
        193.7740        547.3867          0.2542         -0.1029           2.966
       -891.7158       -632.2470          0.1329         -0.0383           0.822
        632.6399        268.0510         -0.0905         -0.0094           4.622
        714.5229        113.4005          0.1678          0.1232           5.015
       -668.8456        855.2231          0.2697          0.0047           3.173
       -522.1935       -556.8893         -0.4203         -0.1968           4.100
       -669.9132        492.3055          0.2924         -0.1238           0.930
        544.2628        145.7863         -0.1563         -0.2199           3.583
        393.8723       -154.0626         -0.4306          0.5960           5.095
       -216.0622        167.2018          0.0373          0.4103           3.062
        138.1857        -43.7887         -0.6271          0.0813           4.982
